title,link,source,date,snippet,thumbnail
中秋節及雙十國慶假期 中市垃圾收運10/6、10/10採定時定點服務,https://more-news.tw/413486/,"{'name': '墨新聞-MORE News', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://more-news.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/02/2025, 11:37 AM, +0000 UTC",,https://more-news.tw/wp-content/uploads/1-1888.jpg
北市雙十升旗添幸福 抽獎國慶椅、學童可領鮮乳|樂活,https://ocacnews.net/article/408937,"{'name': '僑務電子報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://ocacnews.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/25/2025, 07:00 AM, +0000 UTC",,https://ocacnews.net/storage/articleImages/20250923/M2_K4RxqLdtXbvcUX3kh9eE8fpefUMT3sgXVmyX7ZKj.jpg
《台北股市》16檔內外資齊買 迎雙十行情,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-16%E6%AA%94%E5%85%A7%E5%A4%96%E8%B3%87%E9%BD%8A%E8%B2%B7-%E8%BF%8E%E9%9B%99%E5%8D%81%E8%A1%8C%E6%83%85-023710682.html,"{'name': '奇摩股市', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.stock.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 02:47 AM, +0000 UTC",,https://s.yimg.com/uu/api/res/1.2/eN_7IfrioInrXxuLZlXqkA--~B/Zmk9c3RyaW07aD0yODA7dz00OTg7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/ko/ftnn_com_tw_939/7a3102459402914e22d9f8556d34bff8.cf.jpg
台積電鳳凰城大秀軟實力無人機升空高掛國旗慶雙十| 政治,https://www.cna.com.tw/news/aipl/202510060079.aspx,"{'name': '中央社 CNA', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cna.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 05:01 AM, +0000 UTC",,https://imgcdn.cna.com.tw/www/WebPhotos/800/20251006/1433x768_wmkn_0_C20251006000039.jpg
中秋＋雙十連假會變盤？數據揭上漲機率高達8成 投顧董座也喊：外資還沒買夠台積電,https://tw.stock.yahoo.com/news/%E4%B8%AD%E7%A7%8B%EF%BC%8B%E9%9B%99%E5%8D%81%E9%80%A3%E5%81%87%E6%9C%83%E8%AE%8A%E7%9B%A4%EF%BC%9F%E6%95%B8%E6%93%9A%E6%8F%AD%E4%B8%8A%E6%BC%B2%E6%A9%9F%E7%8E%87%E9%AB%98%E9%81%948%E6%88%90-%E6%8A%95%E9%A1%A7%E8%91%A3%E5%BA%A7%E4%B9%9F%E5%96%8A%EF%BC%9A%E5%A4%96%E8%B3%87%E9%82%84%E6%B2%92%E8%B2%B7%E5%A4%A0%E5%8F%B0%E7%A9%8D%E9%9B%BB-080556057.html,"{'name': '奇摩股市', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.stock.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 08:06 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/QxKG1vTveRSmQXPHYiXeCQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQ1OA--/https://media.zenfs.com/ko/cna.com.tw/1cb8b036443cec66c85823649899d048
天氣／颱風哈隆快變強颱、對台灣有影響？這天起東北風變強溫度略降，再來雙十連假天氣如何？十日報先看,https://www.businesstoday.com.tw/article/category/183030/post/202510060003/,"{'name': '今周刊', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.businesstoday.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 03:39 AM, +0000 UTC",,https://doqvf81n9htmm.cloudfront.net/data/crop_article/179181/1006_20251006104032.jpg_1140x855.jpg
雙十國慶僑胞報到回娘家 徐佳青勉勵海內外同心邁進,https://www.cna.com.tw/postwrite/chi/414435,"{'name': '中央社 CNA', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cna.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 02:27 AM, +0000 UTC",,https://imgcdn.cna.com.tw/www/postwrite/2025/20251005/00414435.202510051642696969M.jpg
山上花園水道博物館雙十國慶玩水趣,https://www.cdns.com.tw/articles/1297131,"{'name': '中華日報', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.cdns.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 07:27 AM, +0000 UTC",,https://d1j71ui15yt4f9.cloudfront.net/wp-content/uploads/2025/10/05151836/CAA60B4A-A278-4499-AAE9-8236544F716A.png
中秋、雙十連假出國潮 旅運高峰估151萬人次,https://news.ttv.com.tw/news/114100300093005,"{'name': '台視新聞網', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.ttv.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 01:35 AM, +0000 UTC",,https://cdn.ttv.com.tw/manasystem/FileData/News/10f76944-22fe-406b-a670-4cc6eb7049d0.jpg
52國僑民返台同慶 彰顯台灣主權與國際能見度,https://www.epochtimes.com/b5/25/10/5/n14609657.htm,"{'name': '大紀元', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.epochtimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 12:12 PM, +0000 UTC",,https://www.epochtimes.com/assets/uploads/2025/10/id14609658-799899.jpg
八月半badˋ ngied ban(中秋節)快樂，月圓人團圓!雙十節sungˊ siib jiedˋ快樂，國恩家慶!-節目,https://www.rti.org.tw/programnews?uid=4&pid=87145,"{'name': 'Rti 中央廣播電臺', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.rti.org.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 05:08 AM, +0000 UTC",,https://d1qd3zoyy91a2c.cloudfront.net/image/rti/images/listimg/2025/10/large/095161e4-2e3e-469d-ad71-c590b54db650.jpg
快訂房！台中南投迎雙十國慶中市訂房率攀升| 全國廣播M-Radio,https://www.mradio.com.tw/home/m-news/ContentView/46a24ed3-1790-4384-8b2f-7270c8b6c46b/false/m-news,"{'name': 'mradio.com.tw', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.mradio.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 05:27 AM, +0000 UTC",,https://picture.mradio.tw/media/post/46a24ed3-1790-4384-8b2f-7270c8b6c46b_20251003_110901.webp
3萬發雙十國慶煙火南投首度登場！施放地點晚會活動交通情報一次看,https://tw.news.yahoo.com/30000%E7%99%BC%E9%9B%99%E5%8D%81%E5%9C%8B%E6%85%B6%E7%85%99%E7%81%AB%E5%8D%97%E6%8A%95%E9%A6%96%E5%BA%A6%E7%99%BB%E5%A0%B4-%E6%96%BD%E6%94%BE%E5%9C%B0%E9%BB%9E%E6%99%9A%E6%9C%83%E6%B4%BB%E5%8B%95%E4%BA%A4%E9%80%9A%E6%83%85%E5%A0%B1-%E6%AC%A1%E7%9C%8B-060558005.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/08/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/MZWtcmiK677BwOphFBQGBg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNg--/https://media.zenfs.com/en/mook__193/2119c97908fa68d0a7d2d1bafdc34a46
教師節、中秋節、雙十節假期出遊 最佳指南下載台中交通網APP,https://www.taichung.gov.tw/3104353/post,"{'name': 'taichung.gov.tw', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.taichung.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/27/2025, 07:00 AM, +0000 UTC",,https://www.taichung.gov.tw/media/1312802/%E9%80%A3%E5%81%87%E6%9C%9F%E9%96%93%E9%A0%90%E6%9C%9F%E8%BB%8A%E6%B5%81%E5%B0%87%E6%9C%83%E6%8F%90%E5%8D%87-%E6%8F%90%E9%86%92%E6%B0%91%E7%9C%BE%E5%8F%AF%E5%A4%9A%E5%88%A9%E7%94%A8%E6%9B%BF%E4%BB%A3%E9%81%93%E8%B7%AF%E9%81%BF%E9%96%8B%E8%BB%8A%E6%BD%AE_0.jpg
雙十國慶主視覺設計理念曝光！ 500觀禮名額9/4起開放登記,https://news.ttv.com.tw/news/11409020001600W,"{'name': '台視新聞網', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.ttv.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/02/2025, 07:00 AM, +0000 UTC",,https://cdn.ttv.com.tw/manasystem/FileData/News/67d5d33f-d71e-4c3c-8342-59d7658a6637.jpg
雙十慶典將至 韓國瑜：祈禱天佑花蓮、天佑台灣,https://video.ltn.com.tw/article/pLtvFu7aoag/PLI7xntdRxhw2IuifE7D6DS5xgEqoJ3Zwo,"{'name': '自由時報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://video.ltn.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/30/2025, 03:43 AM, +0000 UTC",,https://i.ytimg.com/vi/pLtvFu7aoag/mqdefault.jpg
胡瓜雙十登台壓力大 邀「封麥30年巨星」助陣,https://ent.ltn.com.tw/news/paper/1726781,"{'name': '自由娛樂', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://ent.ltn.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL', 'authors': ['林欣穎']}","10/04/2025, 09:30 PM, +0000 UTC",,https://img.ltn.com.tw/Upload/ent/page/800/2025/10/05/34.jpg
神戶華僑總會見證歷史80年 慶祝雙十凝聚僑心|亞洲,https://ocacnews.net/article/409730,"{'name': '僑務電子報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://ocacnews.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/04/2025, 05:00 AM, +0000 UTC",,https://ocacnews.net/storage/articleImages/20251003/M2_6Z8HHJWbEIIrtBgqJSB1O2gpCLTqWroxs6xqCB4l.jpg
打造台北版富士搖滾！第6屆秋OUT音樂節雙十連假公館連唱3天,https://more-news.tw/416335/,"{'name': '墨新聞-MORE News', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://more-news.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 10:02 AM, +0000 UTC",,https://more-news.tw/wp-content/uploads/f97be2c3-1d41-4c59-ac0b-7de2514a1d30.jpg
2025下半年行事曆！中秋節/雙十節/光復節連假放哪天？請這7天休16天 | 李宸緯 | 風生活,https://www.storm.mg/lifestyle/11069462,"{'name': '風傳媒', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.storm.mg&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/23/2025, 07:00 AM, +0000 UTC",,https://images.storm.mg/cloud/96f053fc3c13d37a85760e841b0e063b6339abbc.webp?url=s3%3A%2F%2Fnew-storm-public-resource%2Fgallery%2F2073973%2F5kJ2s6Eb824cYXCzOGR3NFt8IUhmk82H2TM5LKpZ.jpg&g=sm&h=675&resize=fill&w=1200
金門雙十節加班機10月6日10時開放訂位,https://newstaiwan.net/2025/10/05/365774/,"{'name': '台灣好報', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://newstaiwan.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 04:53 AM, +0000 UTC",,https://img.newstaiwan.net/2025/10/d4a0ce2da4e96960bda075ef2af13db6.jpg
雙十節大陸有軍演？顧立雄：會掌握預警情資,https://more-news.tw/415888/,"{'name': '墨新聞-MORE News', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://more-news.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/04/2025, 12:55 PM, +0000 UTC",,https://more-news.tw/wp-content/uploads/4-1791.jpg
2025國慶煙火在南投！施放時間、觀賞點、交通管制接駁懶人包－活動旅遊全攻略,https://www.businessweekly.com.tw/style/blog/3019152,"{'name': '商周', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.businessweekly.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/16/2025, 07:00 AM, +0000 UTC",,https://ibw.bwnet.com.tw/ac_gallery/2025/09/2085a25c-1a43-21cc-26c7-16052319cc03_620.jpg
中秋節及國慶日出勤須加倍給薪,https://news.pchome.com.tw/living/mypeople/20251003/index-75948043071033219009.html,"{'name': 'PChome Online 新聞', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.pchome.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 08:33 AM, +0000 UTC",,https://news.pchome.com.tw/newsdata/living/mypeople/20251003/75948043071033219009.jpg
國慶晚會睽違8年重返台中！盧市長宣布喜訊：打造「台中Style」帶動中台灣國慶旅遊潮,https://www.taichung.gov.tw/8868/8872/9962/3036262,"{'name': 'taichung.gov.tw', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.taichung.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/08/2025, 07:00 AM, +0000 UTC",,https://www.taichung.gov.tw/media/1273258/%E7%9B%A7%E5%B8%82%E9%95%B7%E5%AE%A3%E5%B8%83%E5%9C%8B%E6%85%B6%E6%99%9A%E6%9C%83%E5%9C%A8%E5%8F%B0%E4%B8%AD%E5%96%9C%E8%A8%8A.jpg
花蓮還在救災！台聯籲南投停放國慶焰火：雙十武裝兵變跟台灣無關,https://www.nownews.com/news/6737456,"{'name': 'NOWnews今日新聞', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.nownews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/01/2025, 06:12 AM, +0000 UTC",,https://media.nownews.com/nn_media/thumbnail/2025/09/1758029719527-9c257013805141ce882d23fc59df526b-1200x800.webp?unShow=false
全球僑胞返鄉慶雙十 預估4千人.熱情款待,https://www.hakkatv.org.tw/news-detail/1759637410880959,"{'name': 'hakkatv.org.tw', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.hakkatv.org.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 07:01 AM, +0000 UTC",,https://i.ytimg.com/vi/7fBth8pYDpc/maxresdefault.jpg
快新聞／雙十國慶下週登場！ 「兩時段」進行交管、公車改道一次看,https://www.ftvnews.com.tw/news/detail/2025A03W0466,"{'name': '民視新聞網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.ftvnews.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 07:31 AM, +0000 UTC",,https://cdn.ftvnews.com.tw/manasystem/FileData/News/d7247273-1907-46c1-8b9e-5c1c668d9a81.jpg
2025國慶煙火在南投！貓羅溪畔首度登場，觀賞地點交通全整理,https://city.gvm.com.tw/article/123959,"{'name': '城市學', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://city.gvm.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/01/2025, 07:00 AM, +0000 UTC",,https://imgs.gvm.com.tw/upload/gallery/20250901/213076.jpg
114年國慶主視覺藍白紅呈現字樣融中華民國與台灣| 政治,https://www.cna.com.tw/news/aipl/202509020145.aspx,"{'name': '中央社 CNA', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cna.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/02/2025, 07:00 AM, +0000 UTC",,https://imgcdn.cna.com.tw/www/WebPhotos/800/20250902/1166x1166_wmkn_28032213696_0.jpg
國慶大會報名起跑，觀禮開放500位民眾同歡！上網登記官網、怎麼抽流程一次看…國慶主視覺同步曝光,https://www.businesstoday.com.tw/article/category/183027/post/202509020035/,"{'name': '今周刊', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.businesstoday.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/03/2025, 07:00 AM, +0000 UTC",,https://doqvf81n9htmm.cloudfront.net/data/hungtacheng_311/S__2605103.jpg
為雙十國慶暖身 2架黑鷹直升機飛越總統府空勘,https://udn.com/news/story/10930/9039856,"{'name': '聯合新聞網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/01/2025, 12:50 AM, +0000 UTC",,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2025/10/01/98/33250128.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930
中秋節、雙十節連假優惠！本家韓式燒肉限期免費送秘醬牛肋條 《黑白大廚》白種元推薦菜色一次看,https://www.upmedia.mg/tw/lifestyle/food/241355,"{'name': '上報Up Media', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.upmedia.mg&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/02/2025, 02:30 AM, +0000 UTC",,https://pic.upmedia.mg/upfile/img/2025/1002/202510021020494058.webp
2025國慶主視覺曝光 紅藍兩色刷雙十「有國旗元素」,https://www.taisounds.com/news/content/71/211342,"{'name': '太報 TaiSounds', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.taisounds.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/02/2025, 07:00 AM, +0000 UTC",,https://image.taisounds.com/newsimages/img/2025/0902/5c72bf07b6d74269be339f81f83a851e.jpg
為雙十國慶暖身　2架黑鷹直升機飛越總統府空勘,https://money.udn.com/money/story/7307/9039856?from=edn_newestlist_rank,"{'name': '經濟日報', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://money.udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/01/2025, 12:36 AM, +0000 UTC",,https://money.udn.com/SSI/ednvip/default_logo/logo_1280.png
雙十節8大吃到飽品牌優惠！飯店buffet特價1010元　5人現抵1010元,https://www.nownews.com/news/6736210,"{'name': 'NOWnews今日新聞', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.nownews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/27/2025, 10:36 PM, +0000 UTC",,https://media.nownews.com/nn_media/thumbnail/2024/10/1729044147622-d7aff3cf3ae14f17ac30756a540aeb40-1200x800.webp?unShow=false
雙十前後共軍蠢動？ 顧立雄：密切掌握中國動態和情資,https://video.ltn.com.tw/article/sB8mXk7Go8M/PLI7xntdRxhw2IuifE7D6DS5xgEqoJ3Zwo,"{'name': '自由時報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://video.ltn.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 02:30 AM, +0000 UTC",,https://i.ytimg.com/vi/sB8mXk7Go8M/maxresdefault.jpg
